Final,Actions,RIN,Agency,Sub,Priority,Init,Finish,Reviews,Reviewed,Init_d,Finish_d,pages,comments
1,1,2501-AD35,HUD,HUDSEC,"Substantive, Nonsignificant",9/20/07,9/20/07,0,0,17429,17429,2,0
1,3,2502-AH86,HUD,OH,"Substantive, Nonsignificant",3/14/06,11/26/07,1,1,16874,17496,7,3
1,3,2502-AI22,HUD,OH,Other Significant,1/10/05,11/28/07,2,1,16446,17498,37,7
1,3,2502-AI25,HUD,OH,Other Significant,4/26/05,10/19/07,2,1,16552,17458,58,104
1,1,2502-AI53,HUD,OH,"Substantive, Nonsignificant",1/8/08,1/8/08,0,0,17539,17539,3,0
1,3,2506-AC16,HUD,CPD,Other Significant,6/8/05,12/13/07,4,1,16595,17513,11,8
1,3,2577-AC62,HUD,PIH,Other Significant,5/1/07,11/19/07,1,1,17287,17489,2,12
1,3,1004-AD78,DOI,BLM,"Substantive, Nonsignificant",5/22/07,2/4/08,0,0,17308,17566,15,0
1,8,1010-AD00,DOI,MMS,"Substantive, Nonsignificant",12/20/95,12/17/07,1,1,13137,17517,15,0
1,3,1010-AD20,DOI,MMS,"Substantive, Nonsignificant",7/7/06,3/26/08,0,0,16989,17617,14,0
1,1,1010-AD48,DOI,MMS,"Substantive, Nonsignificant",4/15/08,4/15/08,0,0,17637,17637,5,0
1,4,1018-AT62,DOI,FWS,"Substantive, Nonsignificant",11/22/06,2/15/08,0,0,17127,17577,0,0
1,4,1018-AU15,DOI,FWS,Routine and Frequent,8/14/06,12/27/07,0,0,17027,17527,57,0
1,3,1018-AU43,DOI,FWS,"Substantive, Nonsignificant",12/15/05,11/8/07,0,0,16785,17478,0,0
1,10,1018-AU53,DOI,FWS,"Substantive, Nonsignificant",2/8/06,3/28/08,0,0,16840,17619,47,0
1,4,1018-AU71,DOI,FWS,"Substantive, Nonsignificant",12/19/06,4/1/08,0,0,17154,17623,22,0
1,6,1018-AU80,DOI,FWS,"Substantive, Nonsignificant",11/22/06,1/25/08,0,0,17127,17556,87,0
1,6,1018-AU81,DOI,FWS,"Substantive, Nonsignificant",11/28/06,3/3/08,0,0,17133,17594,87,0
1,6,1018-AU83,DOI,FWS,Other Significant,12/14/06,2/8/08,0,0,17149,17570,30,0
1,6,1018-AU84,DOI,FWS,Other Significant,2/6/07,3/14/08,0,0,17203,17605,29,0
1,7,1018-AU87,DOI,FWS,Other Significant,6/6/06,12/17/07,0,0,16958,17517,55,0
1,7,1018-AU91,DOI,FWS,"Substantive, Nonsignificant",9/12/06,3/6/08,0,0,17056,17597,0,1
1,5,1018-AU98,DOI,FWS,"Substantive, Nonsignificant",8/4/04,3/17/08,0,0,16287,17608,38,0
1,5,1018-AV02,DOI,FWS,"Substantive, Nonsignificant",3/27/07,4/1/08,0,0,17252,17623,46,3
1,6,1018-AV37,DOI,FWS,Other Significant,4/22/03,1/11/08,0,0,15817,17542,67,0
1,6,1018-AV38,DOI,FWS,Other Significant,4/24/03,1/18/08,0,0,15819,17549,204,0
1,4,1018-AV39,DOI,FWS,"Substantive, Nonsignificant",7/6/07,2/27/08,1,1,17353,17589,17,2
1,4,1018-AV53,DOI,FWS,"Substantive, Nonsignificant",10/15/07,4/14/08,0,0,17454,17636,7,2
1,3,1024-AD40,DOI,NPS,"Substantive, Nonsignificant",3/21/07,9/27/07,0,0,17246,17436,3,0
1,3,1024-AD55,DOI,NPS,Other Significant,5/16/07,12/13/07,2,1,17302,17513,24,29
1,3,1024-AD66,DOI,NPS,"Substantive, Nonsignificant",12/27/06,1/17/08,0,0,17162,17548,0,0
1,3,1029-AC52,DOI,OSMRE,"Substantive, Nonsignificant",10/10/06,12/3/07,0,0,17084,17503,32,0
1,5,1076-AD44,DOI,BIA,"Substantive, Nonsignificant",7/5/96,2/29/08,0,0,13335,17591,14,0
1,3,1076-AE51,DOI,BIA,"Substantive, Nonsignificant",7/12/04,12/5/07,1,1,16264,17505,12,0
1,3,1076-AE80,DOI,BIA,Other Significant,8/21/06,3/11/08,1,1,17034,17602,29,0
1,4,1117-AA94,DOJ,DEA,Other Significant,5/25/06,1/2/08,1,1,16946,17533,3,0
1,4,1117-AB00,DOJ,DEA,Other Significant,10/18/06,1/25/08,2,1,17092,17556,9,0
1,4,1117-AB01,DOJ,DEA,Other Significant,9/6/06,12/19/07,2,1,17050,17519,10,0
1,6,1117-AB03,DOJ,DEA,Other Significant,10/4/06,3/7/08,2,1,17078,17598,9,0
1,5,1117-AB04,DOJ,DEA,Other Significant,9/1/06,4/16/08,0,0,17045,17638,2,0
1,2,1125-AA61,DOJ,EOIR,"Substantive, Nonsignificant",2/26/08,3/27/08,0,0,17588,17618,8,0
1,1,1140-AA29,DOJ,ATF,Other Significant,12/26/07,12/26/07,0,0,17526,17526,3,0
1,4,1205-AB43,DOL,ETA,Other Significant,1/12/07,4/11/08,2,1,17178,17633,7,1
1,4,1210-AB06,DOL,EBSA,Economically Significant,7/21/06,1/15/08,2,1,17003,17546,21,0
1,4,1210-AB10,DOL,EBSA,Economically Significant,9/27/06,12/24/07,2,1,17071,17524,29,122
1,4,1210-AB14,DOL,EBSA,Economically Significant,12/11/06,1/15/08,1,1,17146,17546,0,7
1,2,1215-AB65,DOL,ESA,"Substantive, Nonsignificant",4/7/08,4/7/08,0,0,17629,17629,4,0
1,7,1218-AB77,DOL,OSHA,Economically Significant,3/30/99,2/13/08,2,1,14333,17575,0,415
1,8,1219-AB24,DOL,MSHA,Other Significant,3/29/02,4/29/08,3,1,15428,17651,23,0
1,11,1219-AB52,DOL,MSHA,Other Significant,5/22/07,4/18/08,2,1,17308,17640,30,30
1,5,1219-AB53,DOL,MSHA,Other Significant,9/6/07,2/8/08,2,1,17415,17570,20,34
1,2,1219-AB57,DOL,MSHA,Info./Admin./Other,2/7/08,3/10/08,0,0,17569,17601,5,0
1,5,1400-AC22,.,STATE,Other Significant,10/17/06,12/31/07,2,1,17091,17531,1,237
1,3,1400-AC28,.,STATE,Other Significant,3/7/07,11/19/07,1,1,17232,17489,13,10
1,3,1400-AC29,.,STATE,Other Significant,5/31/07,11/2/07,1,1,17317,17472,12,0
1,3,1400-AC31,.,STATE,Other Significant,6/26/07,9/10/07,1,1,17343,17419,3,0
1,1,1400-AC34,.,STATE,Info./Admin./Other,8/15/07,8/15/07,0,0,17393,17393,3,0
1,3,1400-AC38,.,STATE,Other Significant,6/22/07,11/1/07,1,1,17339,17471,2,0
1,3,1400-AC40,.,STATE,"Substantive, Nonsignificant",6/22/06,10/30/07,0,0,16974,17469,6,0
1,6,2105-AD25,DOT,OST,Other Significant,7/30/03,5/23/07,4,1,15916,17309,3,3252
1,5,2105-AD71,DOT,OST,"Substantive, Nonsignificant",7/19/07,11/4/07,0,0,17366,17474,11,0
1,4,2120-AH87,DOT,FAA,"Substantive, Nonsignificant",7/25/06,3/31/08,0,0,17007,17622,18,7
1,4,2120-AH88,DOT,FAA,Other Significant,2/28/05,4/7/08,1,1,16495,17629,36,0
1,4,2120-AI31,DOT,FAA,Other Significant,10/6/05,12/10/07,2,1,16715,17510,52,0
1,6,2120-AI32,DOT,FAA,"Substantive, Nonsignificant",4/21/06,1/11/08,0,0,16912,17542,25,0
1,4,2120-AI43,DOT,FAA,"Substantive, Nonsignificant",1/5/07,3/31/08,2,1,17171,17622,9,0
1,6,2120-AI82,DOT,FAA,Other Significant,9/28/06,4/7/08,0,0,17072,17629,135,0
1,2,2120-AJ11,DOT,FAA,"Substantive, Nonsignificant",9/20/07,9/20/07,0,0,17429,17429,3,0
1,2,2120-AJ14,DOT,FAA,"Substantive, Nonsignificant",2/26/08,2/26/08,0,0,17588,17588,4,0
1,8,2125-AE98,DOT,FHWA,"Substantive, Nonsignificant",7/30/04,1/22/08,2,1,16282,17553,9,218
1,6,2125-AF10,DOT,FHWA,"Substantive, Nonsignificant",11/1/06,12/4/08,0,0,17106,17870,12,77
1,4,2125-AF14,DOT,FHWA,Other Significant,7/27/06,4/11/08,2,1,17009,17633,34,40
1,4,2125-AF20,DOT,FHWA,"Substantive, Nonsignificant",6/5/07,4/24/08,0,0,17322,17646,8,4
1,2,2126-AB13,DOT,FMCSA,"Substantive, Nonsignificant",10/1/07,10/1/07,0,0,17440,17440,8,0
1,2,2126-AB15,DOT,FMCSA,Info./Admin./Other,2/26/08,2/26/08,0,0,17588,17588,0,0
1,5,2127-AJ57,DOT,NHTSA,"Substantive, Nonsignificant",8/31/05,6/2/08,0,0,16679,17685,25,19
1,4,2127-AJ75,DOT,NHTSA,"Substantive, Nonsignificant",12/30/05,9/1/08,0,0,16800,17776,206,0
1,4,2127-AK07,DOT,NHTSA,"Substantive, Nonsignificant",9/26/07,3/26/08,0,0,17435,17617,3,0
1,2,2127-AK12,DOT,NHTSA,"Substantive, Nonsignificant",1/14/08,3/14/08,0,0,17545,17605,17,0
1,4,2130-AB72,DOT,FRA,"Substantive, Nonsignificant",8/24/06,4/1/08,1,1,17037,17623,0,2
1,4,2130-AB76,DOT,FRA,"Substantive, Nonsignificant",10/12/06,4/14/08,0,0,17086,17636,79,15
1,4,2132-AA83,DOT,FTA,Other Significant,7/27/06,4/11/08,1,1,17009,17633,34,0
1,4,2132-AA85,DOT,FTA,"Substantive, Nonsignificant",2/15/07,4/30/08,0,0,17212,17652,46,0
1,4,2132-AA94,DOT,FTA,"Substantive, Nonsignificant",3/26/07,1/7/08,0,0,17251,17538,7,0
1,4,2135-AA27,DOT,SLSDC,Other Significant,12/31/07,3/26/08,1,1,17531,17617,5,0
1,4,2137-AE17,DOT,PHMSA,"Substantive, Nonsignificant",9/29/06,1/14/08,0,0,17073,17545,3,0
1,2,2137-AE24,DOT,PHMSA,"Substantive, Nonsignificant",1/7/08,3/31/08,0,0,17538,17622,27,0
1,5,1505-AB73,TREAS,DO,"Substantive, Nonsignificant",10/18/06,4/17/08,0,0,17092,17639,4,3
1,5,1505-AB75,TREAS,DO,"Substantive, Nonsignificant",6/27/07,4/30/08,0,0,17344,17652,3,0
1,4,1506-AA23,TREAS,FINCEN,"Substantive, Nonsignificant",7/28/00,7/28/00,0,0,14819,14819,0,0
1,1,1506-AA88,TREAS,FINCEN,"Substantive, Nonsignificant",1/11/08,1/11/08,0,0,17542,17542,2,0
1,5,1513-AA05,TREAS,TTB,"Substantive, Nonsignificant",6/2/97,11/21/07,0,0,13667,17491,5,0
1,5,1513-AA99,TREAS,TTB,"Substantive, Nonsignificant",4/15/05,11/21/07,0,0,16541,17491,2,0
1,4,1513-AB19,TREAS,TTB,Routine and Frequent,11/8/06,4/10/08,0,0,17113,17632,6,0
1,4,1513-AB21,TREAS,TTB,Routine and Frequent,12/5/06,4/10/08,0,0,17140,17632,4,0
1,4,1513-AB23,TREAS,TTB,Routine and Frequent,7/17/06,4/11/08,0,0,16999,17633,4,0
1,2,1513-AB38,TREAS,TTB,"Substantive, Nonsignificant",3/31/08,3/31/08,0,0,17622,17622,4,0
1,2,1545-AY75,TREAS,IRS,"Substantive, Nonsignificant",12/21/05,3/20/08,0,0,16791,17611,0,0
1,4,1545-BA72,TREAS,IRS,"Substantive, Nonsignificant",12/19/02,9/26/07,0,0,15693,17435,0,0
1,2,1545-BD54,TREAS,IRS,"Substantive, Nonsignificant",2/22/05,1/15/08,0,0,16489,17546,0,0
1,2,1545-BD65,TREAS,IRS,"Substantive, Nonsignificant",1/12/05,11/13/07,0,0,16448,17483,0,0
1,2,1545-BE08,TREAS,IRS,"Substantive, Nonsignificant",3/11/05,12/27/07,0,0,16506,17527,0,0
1,2,1545-BE11,TREAS,IRS,"Substantive, Nonsignificant",5/23/05,4/7/08,0,0,16579,17629,0,0
1,2,1545-BE35,TREAS,IRS,Info./Admin./Other,1/11/07,1/31/08,0,0,17177,17562,0,1
1,3,1545-BE80,TREAS,IRS,"Substantive, Nonsignificant",7/30/07,3/12/08,0,0,17377,17603,0,0
1,3,1545-BE90,TREAS,IRS,"Substantive, Nonsignificant",9/8/06,11/13/07,0,0,17052,17483,0,0
1,3,1545-BF02,TREAS,IRS,"Substantive, Nonsignificant",4/10/06,1/23/08,0,0,16901,17554,0,0
1,3,1545-BF79,TREAS,IRS,"Substantive, Nonsignificant",10/19/06,2/15/08,0,0,17093,17577,0,0
1,1,1545-BF85,TREAS,IRS,"Substantive, Nonsignificant",4/9/08,4/9/08,0,0,17631,17631,0,0
1,4,1545-BF97,TREAS,IRS,"Substantive, Nonsignificant",6/1/07,4/17/08,0,0,17318,17639,0,0
1,4,1545-BG33,TREAS,IRS,"Substantive, Nonsignificant",6/7/07,3/7/08,0,0,17324,17598,0,0
1,3,1545-BG65,TREAS,IRS,"Substantive, Nonsignificant",7/31/07,3/7/08,0,0,17378,17598,0,0
1,4,1545-BG88,TREAS,IRS,"Substantive, Nonsignificant",10/31/07,12/21/07,0,0,17470,17521,0,0
1,1,1545-BH00,TREAS,IRS,"Substantive, Nonsignificant",11/19/07,11/19/07,0,0,17489,17489,0,0
1,8,1550-AB56,TREAS,OTS,Economically Significant,8/4/03,4/1/08,2,1,15921,17623,158,0
1,4,1550-AC10,TREAS,OTS,"Substantive, Nonsignificant",3/27/07,4/1/08,0,0,17252,17623,5,0
1,3,1550-AC14,TREAS,OTS,"Substantive, Nonsignificant",5/8/07,2/29/08,0,0,17294,17591,14,0
1,5,1550-AC16,TREAS,OTS,"Substantive, Nonsignificant",6/1/07,11/7/07,0,0,17318,17477,0,0
1,2,1550-AC18,TREAS,OTS,"Substantive, Nonsignificant",12/20/07,1/1/08,0,0,17520,17532,0,0
1,4,1557-AC87,TREAS,OCC,"Substantive, Nonsignificant",7/18/06,1/1/08,0,0,17000,17532,0,0
1,6,1557-AC91,TREAS,OCC,Economically Significant,8/4/03,4/1/08,2,1,15921,17623,158,68
1,4,1557-AD04,TREAS,OCC,"Substantive, Nonsignificant",10/18/07,4/7/08,0,0,17457,17629,2,0
1,2,1557-AD05,TREAS,OCC,Info./Admin./Other,12/21/07,1/1/08,0,0,17521,17532,0,0
1,4,2900-AK78,.,VA,Other Significant,1/13/06,1/15/08,3,1,16814,17546,81,0
1,2,2900-AL28,.,VA,Other Significant,1/15/08,1/15/08,1,1,17546,17546,8,0
1,8,2900-AL65,.,VA,Other Significant,2/18/05,2/1/08,3,1,16485,17563,75,10
1,4,2900-AM35,.,VA,Other Significant,2/13/07,1/3/08,2,1,17210,17534,3,2
1,4,2900-AM47,.,VA,Other Significant,12/18/06,12/5/07,2,1,17153,17505,2,2
1,3,2900-AM63,.,VA,Other Significant,6/22/07,4/11/08,2,1,17339,17633,2,0
1,2,2900-AM72,.,VA,Other Significant,1/7/08,1/7/08,0,0,17538,17538,2,0
1,2,2900-AM73,.,VA,Info./Admin./Other,11/21/07,11/21/07,0,0,17491,17491,2,0
1,2,2900-AM80,.,VA,"Substantive, Nonsignificant",1/7/08,1/7/08,0,0,17538,17538,2,0
1,2,2030-AA89,EPA,ARM,Info./Admin./Other,10/4/07,1/11/08,0,0,17443,17542,5,0
1,3,2050-AE78,EPA,SWER,Other Significant,3/25/02,1/2/08,2,1,15424,17533,16,0
1,9,2050-AG35,EPA,SWER,Other Significant,4/20/04,4/8/08,1,1,16181,17630,45,0
1,2,2060-AM12,EPA,AR,"Substantive, Nonsignificant",9/20/07,12/26/07,2,1,17429,17526,0,12
1,2,2060-AM14,EPA,AR,"Substantive, Nonsignificant",11/6/06,12/28/07,2,1,17111,17528,15,0
1,2,2060-AM36,EPA,AR,"Substantive, Nonsignificant",9/17/07,1/2/08,2,1,17426,17533,40,38
1,2,2060-AM71,EPA,AR,"Substantive, Nonsignificant",9/20/07,12/28/07,2,1,17429,17528,29,0
1,3,2060-AM74,EPA,AR,"Substantive, Nonsignificant",11/9/06,1/10/08,2,1,17114,17541,0,60
1,3,2060-AM81,EPA,AR,"Substantive, Nonsignificant",6/12/06,1/18/08,2,1,16964,17549,0,0
1,3,2060-AM85,EPA,AR,"Substantive, Nonsignificant",5/20/05,2/7/08,0,0,16576,17569,14,0
1,2,2060-AN16,EPA,AR,"Substantive, Nonsignificant",8/22/06,1/24/08,0,0,17035,17555,66,0
1,2,2060-AN21,EPA,AR,"Substantive, Nonsignificant",9/17/07,1/9/08,2,1,17426,17540,31,112
1,3,2060-AN24,EPA,AR,Economically Significant,12/29/05,3/27/08,2,1,16799,17618,79,0
1,2,2060-AN69,EPA,AR,"Substantive, Nonsignificant",7/16/07,3/24/08,2,1,17363,17615,28,0
1,4,2060-AN71,EPA,AR,"Substantive, Nonsignificant",11/7/06,11/16/07,1,1,17112,17486,38,0
1,2,2060-AN82,EPA,AR,"Substantive, Nonsignificant",5/2/07,1/24/08,1,1,17288,17555,22,0
1,2,2060-AN88,EPA,AR,"Substantive, Nonsignificant",3/8/07,12/21/07,2,1,17233,17521,0,0
1,3,2060-AO05,EPA,AR,"Substantive, Nonsignificant",3/1/07,9/21/07,1,1,17226,17430,11,0
1,4,2060-AO26,EPA,AR,"Substantive, Nonsignificant",4/27/07,12/7/07,2,1,17283,17507,0,0
1,2,2060-AO28,EPA,AR,"Substantive, Nonsignificant",9/13/07,12/27/07,0,0,17422,17527,6,0
1,3,2060-AO30,EPA,AR,Other Significant,4/17/07,12/28/07,2,1,17273,17528,0,0
1,3,2060-AO37,EPA,AR,Info./Admin./Other,9/18/07,12/26/07,0,0,17427,17526,0,0
1,3,2060-AO83,EPA,AR,"Substantive, Nonsignificant",2/6/08,4/2/08,0,0,17568,17624,10,0
1,1,2060-AP03,EPA,AR,Other Significant,3/27/08,3/27/08,1,1,17618,17618,0,0
1,8,2070-AC83,EPA,OPPTS,Economically Significant,1/10/06,4/22/08,3,1,16811,17644,78,0
1,2,2090-AA38,EPA,AdmO,Other Significant,7/24/03,3/26/08,1,1,15910,17617,19,0
1,3,3038-AC39,.,CFTC,"Substantive, Nonsignificant",8/13/07,2/14/08,0,0,17391,17576,8,0
1,4,3038-AC45,.,CFTC,"Substantive, Nonsignificant",8/14/07,1/1/08,0,0,17392,17532,3,0
1,14,3041-AB68,.,CPSC,"Substantive, Nonsignificant",6/11/02,3/25/08,0,0,15502,17616,0,0
1,4,9000-AK42,.,FAR,Other Significant,7/18/06,3/31/08,1,1,17000,17622,17,0
1,4,9000-AK60,.,FAR,"Substantive, Nonsignificant",10/3/06,3/31/08,0,0,17077,17622,3,0
1,4,9000-AK63,.,FAR,"Substantive, Nonsignificant",12/7/06,12/24/07,0,0,17142,17524,6,0
1,4,9000-AK64,.,FAR,"Substantive, Nonsignificant",12/14/06,1/25/08,0,0,17149,17556,4,0
1,5,9000-AK67,.,FAR,"Substantive, Nonsignificant",2/16/07,12/24/07,0,0,17213,17524,10,0
1,4,9000-AK70,.,FAR,"Substantive, Nonsignificant",3/12/07,3/31/08,0,0,17237,17622,3,0
1,4,9000-AK77,.,FAR,"Substantive, Nonsignificant",8/17/07,2/28/08,0,0,17395,17590,2,0
1,2,9000-AK81,.,FAR,"Substantive, Nonsignificant",11/7/07,12/7/07,0,0,17477,17507,2,0
1,2,9000-AK88,.,FAR,"Substantive, Nonsignificant",2/28/08,3/31/08,0,0,17590,17622,2,0
1,3,3046-AA72,.,EEOC,Other Significant,7/14/03,12/26/07,3,1,15900,17526,8,0
1,1,3046-AA83,.,EEOC,"Substantive, Nonsignificant",1/18/08,1/18/08,0,0,17549,17549,4,0
1,6,3052-AC16,.,FCA,Other Significant,4/25/03,11/23/07,0,0,15820,17493,3,0
1,4,3052-AC37,.,FCA,Other Significant,8/14/07,2/12/08,0,0,17392,17574,3,0
1,5,3064-AC73,.,FDIC,"Substantive, Nonsignificant",8/4/03,12/7/07,0,0,15921,17507,158,0
1,3,3064-AC83,.,FDIC,"Substantive, Nonsignificant",7/15/04,11/7/07,0,0,16267,17477,91,0
1,3,3064-AD00,.,FDIC,Other Significant,7/18/06,11/9/07,0,0,17000,17479,10,0
1,3,3064-AD18,.,FDIC,"Substantive, Nonsignificant",6/27/07,10/25/07,0,0,17344,17464,0,0
1,1,3064-AD22,.,FDIC,Other Significant,11/28/07,11/28/07,0,0,17498,17498,4,0
1,1,3064-AD24,.,FDIC,"Substantive, Nonsignificant",12/21/07,12/21/07,0,0,17521,17521,0,0
1,6,1902-AD14,.,FERC,"Substantive, Nonsignificant",6/26/06,9/27/07,0,0,16978,17436,0,0
1,4,1902-AD20,.,FERC,Other Significant,11/3/06,4/4/07,0,0,17108,17260,0,0
1,4,1902-AD21,.,FERC,"Substantive, Nonsignificant",11/3/06,7/16/07,0,0,17108,17363,0,0
1,1,1902-AD45,.,FERC,Info./Admin./Other,8/14/07,8/14/07,0,0,17392,17392,0,0
1,1,1902-AD51,.,FERC,"Substantive, Nonsignificant",1/22/08,1/22/08,0,0,17553,17553,0,0
1,1,1902-AD55,.,FERC,"Substantive, Nonsignificant",2/5/08,2/5/08,0,0,17567,17567,0,0
1,2,7100-AC88,.,FRS,"Substantive, Nonsignificant",9/25/06,12/7/07,0,0,17069,17507,0,0
1,3,3090-AI33,.,GSA,"Substantive, Nonsignificant",4/3/07,4/17/08,0,0,17259,17639,6,0
1,2,3090-AI40,.,GSA,"Substantive, Nonsignificant",12/11/07,12/11/07,0,0,17511,17511,2,0
1,2,3090-AI41,.,GSA,"Substantive, Nonsignificant",2/20/08,2/20/08,0,0,17582,17582,0,0
1,2,3090-AI42,.,GSA,"Substantive, Nonsignificant",1/14/08,1/14/08,0,0,17545,17545,2,0
1,2,3090-AI44,.,GSA,"Substantive, Nonsignificant",1/14/08,1/14/08,0,0,17545,17545,2,0
1,2,3090-AI45,.,GSA,"Substantive, Nonsignificant",2/8/08,2/8/08,0,0,17570,17570,1,0
1,2,3090-AI46,.,GSA,"Substantive, Nonsignificant",3/14/08,3/19/08,0,0,17605,17610,2,0
1,3,2700-AB51,.,NASA,Info./Admin./Other,10/23/06,2/26/08,0,0,17097,17588,8,4
1,1,2700-AD35,.,NASA,Info./Admin./Other,11/21/07,11/21/07,0,0,17491,17491,2,0
1,4,3095-AB43,.,NARA,Other Significant,11/19/04,12/17/07,1,1,16394,17517,3,0
1,5,3095-AB57,.,NARA,"Substantive, Nonsignificant",2/1/08,4/14/08,0,0,17563,17636,2,53
1,7,3133-AC78,.,NCUA,"Substantive, Nonsignificant",7/3/03,11/1/07,0,0,15889,17471,0,0
1,3,3133-AC90,.,NCUA,"Substantive, Nonsignificant",7/18/06,11/9/07,0,0,17000,17479,10,0
1,3,3133-AC91,.,NCUA,"Substantive, Nonsignificant",7/18/06,11/9/07,0,0,17000,17479,0,0
1,3,3133-AD00,.,NCUA,"Substantive, Nonsignificant",7/15/04,10/15/07,0,0,16267,17454,10,0
1,3,3133-AD37,.,NCUA,"Substantive, Nonsignificant",6/27/07,11/21/07,0,0,17344,17491,3,0
1,1,3133-AD39,.,NCUA,Info./Admin./Other,3/3/08,3/3/08,0,0,17594,17594,0,0
1,2,3141-AA23,.,NIGC,"Substantive, Nonsignificant",2/1/08,3/3/08,0,0,17563,17594,12,0
1,1,3145-AA48,.,NSF,"Substantive, Nonsignificant",3/20/08,3/20/08,0,0,17611,17611,3,0
1,6,3150-AF12,.,NRC,"Substantive, Nonsignificant",5/9/96,4/30/08,0,0,13278,17652,273,136
1,6,3150-AH40,.,NRC,"Substantive, Nonsignificant",9/22/06,2/15/08,0,0,17066,17577,21,16
1,4,3150-AH59,.,NRC,"Substantive, Nonsignificant",1/31/06,12/14/07,0,0,16832,17514,7,2
1,4,3150-AH80,.,NRC,"Substantive, Nonsignificant",10/27/06,1/18/08,0,0,17101,17549,7,4
1,2,3150-AI07,.,NRC,Info./Admin./Other,1/31/08,1/31/08,0,0,17562,17562,19,0
1,6,3150-AI08,.,NRC,"Substantive, Nonsignificant",6/11/07,4/9/08,0,0,17328,17631,5,2
1,2,3150-AI22,.,NRC,"Substantive, Nonsignificant",10/19/07,10/19/07,0,0,17458,17458,2,0
1,2,3150-AI32,.,NRC,Info./Admin./Other,2/29/08,3/31/08,0,0,17591,17622,3,0
1,4,3206-AJ88,.,OPM,Other Significant,11/17/06,2/7/08,2,1,17122,17569,2,0
1,3,3206-AK81,.,OPM,Other Significant,5/13/05,12/3/07,2,1,16569,17503,0,0
1,4,3206-AL08,.,OPM,Other Significant,1/18/07,6/16/08,2,1,17184,17699,11,0
1,5,3206-AL27,.,OPM,"Substantive, Nonsignificant",6/22/07,2/8/08,2,1,17339,17570,1,0
1,4,3206-AL30,.,OPM,Other Significant,5/1/07,3/10/08,2,1,17287,17601,2,0
1,4,3206-AL34,.,OPM,Other Significant,8/17/07,1/28/08,2,1,17395,17559,7,0
1,2,3206-AL40,.,OPM,Other Significant,4/7/08,4/7/08,1,1,17629,17629,2,0
1,2,3206-AL41,.,OPM,"Substantive, Nonsignificant",5/13/05,11/16/07,1,1,16569,17486,6,0
1,5,3206-AL43,.,OPM,"Substantive, Nonsignificant",11/14/07,3/17/08,0,0,17484,17608,1,0
1,5,3206-AL44,.,OPM,"Substantive, Nonsignificant",11/14/07,3/17/08,0,0,17484,17608,1,0
1,1,3206-AL47,.,OPM,Other Significant,2/14/08,2/14/08,1,1,17576,17576,0,0
1,2,3206-AL49,.,OPM,Other Significant,4/8/08,4/8/08,1,1,17630,17630,2,0
1,4,1212-AB10,.,PBGC,Other Significant,2/20/07,1/16/08,2,1,17217,17547,10,1
1,4,1212-AB11,.,PBGC,Other Significant,5/31/07,4/21/08,2,1,17317,17643,14,0
1,10,3211-AA02,.,PRC,Economically Significant,2/5/07,11/9/07,0,0,17202,17479,0,0
1,10,3211-AA03,.,PRC,Economically Significant,2/5/07,11/9/07,0,0,17202,17479,0,0
1,6,3235-AH13,.,SEC,"Substantive, Nonsignificant",2/20/97,2/15/08,0,0,13565,17577,28,0
1,4,3235-AJ80,.,SEC,"Substantive, Nonsignificant",3/1/07,4/28/08,0,0,17226,17650,21,0
1,4,3235-AJ86,.,SEC,"Substantive, Nonsignificant",7/19/07,2/4/08,0,0,17366,17566,50,0
1,4,3235-AJ87,.,SEC,"Substantive, Nonsignificant",7/9/07,9/15/08,0,0,17356,17790,51,0
1,4,3235-AJ89,.,SEC,"Substantive, Nonsignificant",6/26/07,1/28/08,0,0,17343,17559,19,0
1,4,3235-AJ90,.,SEC,"Substantive, Nonsignificant",7/11/07,3/4/08,0,0,17358,17595,27,0
1,4,3235-AJ91,.,SEC,"Substantive, Nonsignificant",7/10/07,12/7/07,0,0,17357,17507,14,0
1,4,3235-AJ95,.,SEC,"Substantive, Nonsignificant",8/3/07,1/10/08,0,0,17381,17541,7,0
1,3,3235-AK02,.,SEC,"Substantive, Nonsignificant",12/20/07,4/15/08,0,0,17520,17637,7,0
1,6,0960-AF33,.,SSA,Other Significant,5/9/03,6/16/08,3,1,15834,17699,47,301
1,4,0960-AG36,.,SSA,"Substantive, Nonsignificant",8/16/07,1/28/08,1,1,17394,17559,2,1
1,4,0960-AG40,.,SSA,Other Significant,3/5/07,2/11/08,2,1,17230,17573,5,3
1,4,0960-AG49,.,SSA,Other Significant,8/9/07,3/3/08,2,1,17387,17594,5,3
1,4,0960-AG53,.,SSA,Economically Significant,8/15/07,3/23/08,2,1,17393,17614,7,53
1,7,2140-AA82,.,STB,Other Significant,8/2/06,10/7/07,0,0,17015,17446,0,0
1,9,2140-AA84,.,STB,Other Significant,1/19/07,1/17/08,0,0,17185,17548,0,0
1,1,0510-AA02,USDA,OGC,"Substantive, Nonsignificant",6/7/07,6/7/07,0,0,17324,17324,2,0
1,3,0524-AA31,USDA,CSREES,"Substantive, Nonsignificant",5/18/06,4/26/07,0,0,16939,17282,11,0
1,1,0560-AH54,USDA,FSA,Other Significant,9/12/07,9/12/07,2,1,17421,17421,0,0
1,1,0560-AH71,USDA,FSA,Other Significant,8/16/07,8/16/07,0,0,17394,17394,2,0
